rpm,voltage_v,current_a,power_elec_w,temperature_c,vibration_rms_g,throttle_pct,load_pct,efficiency_pct,residual_rpm,residual_current_a,residual_temperature_c,residual_vibration_g,norm_residual_rpm,norm_residual_current,norm_residual_temp,norm_residual_vibration,composite_residual_score,rolling_mean_rpm,rolling_std_rpm,rolling_mean_temp,rolling_std_temp,rolling_mean_vib,rolling_std_vib,thermal_slope_c_per_s,vibration_slope_g_per_s,electrical_loss_ratio,fault_class,is_anomaly,rul_hours,trajectory_id,step,severity
6132.4,14.79,11.08,163.79,75.73,0.314,52.62,57.53,41.75,36.6,0.73,18.54,0.026,0.3,0.91,7.42,0.33,4.98,6260.0,238.32,72.77,2.285,0.307,0.0238,0.358,-0.0024,0.583,OVERHEATING,1,60.8,93,40,0.558
6577.5,14.71,12.75,187.6,76.88,0.315,56.73,57.53,44.98,38.0,0.94,19.4,-0.004,0.32,1.17,7.76,-0.05,4.99,6303.2,252.41,73.53,2.263,0.303,0.0176,0.356,0.0011,0.55,OVERHEATING,1,58.1,93,41,0.579
6443.6,14.76,12.4,182.92,77.83,0.348,55.29,57.53,43.37,49.4,1.08,20.19,0.039,0.41,1.35,8.08,0.49,5.2,6317.0,255.91,74.27,2.342,0.309,0.0218,0.408,0.0038,0.566,OVERHEATING,1,55.39,93,42,0.601
6407.8,14.78,12.1,178.87,79.0,0.271,54.96,57.53,43.62,43.3,0.88,21.23,-0.036,0.36,1.1,8.49,-0.45,5.34,6353.5,239.67,75.12,2.359,0.308,0.0231,0.435,-0.0001,0.564,OVERHEATING,1,52.67,93,43,0.622
6446.6,14.85,12.31,182.76,79.96,0.323,55.05,57.53,43.47,41.2,0.95,22.04,0.014,0.34,1.19,8.82,0.18,5.48,6381.1,232.82,76.0,2.36,0.313,0.0203,0.449,0.0001,0.565,OVERHEATING,1,49.94,93,44,0.644
6167.7,14.77,11.35,167.68,80.49,0.261,53.09,57.53,41.49,25.4,0.86,22.59,-0.03,0.21,1.07,9.04,-0.37,5.63,6376.3,236.67,76.86,2.267,0.307,0.0252,0.393,-0.0032,0.585,OVERHEATING,1,47.19,93,45,0.666
6545.0,14.86,13.07,194.22,81.52,0.303,55.78,57.53,42.81,49.7,1.41,23.43,-0.013,0.41,1.76,9.37,-0.16,5.77,6361.2,220.11,77.67,2.336,0.305,0.0249,0.393,-0.0014,0.572,OVERHEATING,1,44.43,93,46,0.688
6367.5,14.82,12.16,180.3,82.36,0.275,54.32,57.53,42.46,60.5,1.13,24.21,-0.028,0.5,1.41,9.68,-0.35,5.88,6348.9,215.91,78.47,2.446,0.3,0.0251,0.383,-0.0009,0.575,OVERHEATING,1,41.66,93,47,0.711
6424.9,14.8,12.25,181.3,83.05,0.342,54.82,57.53,43.38,68.1,1.06,24.82,0.036,0.57,1.33,9.93,0.45,5.95,6337.5,208.44,79.22,2.57,0.305,0.0279,0.424,0.0025,0.566,OVERHEATING,1,38.87,93,48,0.734
6104.5,14.86,11.31,167.95,83.98,0.296,52.07,57.53,40.16,44.1,1.08,25.84,0.01,0.37,1.35,10.34,0.13,6.23,6361.8,160.19,80.08,2.586,0.305,0.0279,0.458,-0.001,0.598,OVERHEATING,1,36.08,93,49,0.757
6275.2,14.74,12.26,180.66,84.61,0.307,53.97,57.53,40.56,43.2,1.48,26.46,0.01,0.36,1.85,10.58,0.13,6.35,6376.0,144.73,80.97,2.461,0.304,0.0278,0.429,-0.0004,0.594,OVERHEATING,1,33.27,93,50,0.78
6425.5,14.78,12.6,186.21,85.7,0.314,54.98,57.53,42.24,58.7,1.37,27.46,0.007,0.49,1.71,10.98,0.09,6.45,6360.8,130.0,81.85,2.418,0.304,0.0277,0.437,-0.0019,0.578,OVERHEATING,1,30.45,93,51,0.804
6476.6,14.8,12.52,185.19,86.7,0.312,55.32,57.53,43.5,61.4,1.13,28.35,0.002,0.51,1.41,11.34,0.03,6.54,6364.1,132.46,82.74,2.408,0.3,0.0239,0.428,0.0023,0.565,OVERHEATING,1,27.62,93,52,0.827
6295.8,14.72,12.23,179.93,87.79,0.287,54.22,57.53,41.13,43.2,1.38,29.44,-0.012,0.36,1.73,11.78,-0.15,6.83,6352.9,133.02,83.62,2.486,0.302,0.0223,0.435,-0.002,0.589,OVERHEATING,1,24.78,93,53,0.851
6583.7,14.9,13.5,201.04,88.59,0.297,55.94,57.53,42.09,52.0,1.72,30.07,-0.021,0.43,2.15,12.03,-0.26,6.94,6366.6,148.17,84.48,2.564,0.299,0.0212,0.45,0.002,0.579,OVERHEATING,1,21.93,93,54,0.876
5989.5,14.77,11.18,165.18,88.98,0.257,51.31,57.53,38.57,54.6,1.34,30.64,-0.02,0.46,1.67,12.26,-0.25,7.11,6348.8,178.62,85.33,2.508,0.299,0.022,0.414,-0.0026,0.614,OVERHEATING,1,19.07,93,55,0.9
6402.2,14.89,12.51,186.23,90.08,0.325,54.26,57.53,41.78,72.2,1.4,31.69,0.021,0.6,1.75,12.68,0.26,7.21,6334.5,167.74,86.18,2.523,0.301,0.0233,0.429,0.0028,0.582,OVERHEATING,1,16.2,93,56,0.925
6349.5,14.83,12.35,183.24,91.31,0.289,54.03,57.53,41.42,72.1,1.42,32.91,-0.011,0.6,1.77,13.16,-0.14,7.43,6332.7,167.47,87.08,2.594,0.303,0.0221,0.459,-0.0029,0.586,OVERHEATING,1,13.32,93,57,0.95
6095.9,14.82,11.71,173.45,91.87,0.213,52.22,57.53,38.73,34.4,1.47,33.58,-0.073,0.29,1.84,13.43,-0.91,7.65,6299.8,178.11,87.96,2.574,0.29,0.0311,0.438,-0.0046,0.613,OVERHEATING,1,10.43,93,58,0.975
6163.9,14.82,11.82,175.13,92.5,0.261,52.9,57.53,39.65,22.9,1.33,34.26,-0.03,0.19,1.66,13.7,-0.37,7.72,6305.8,172.4,88.81,2.524,0.286,0.0322,0.438,-0.0026,0.603,OVERHEATING,1,7.52,93,59,1.0
4889.9,14.82,7.23,107.11,24.07,0.192,42.09,59.23,32.81,29.4,0.33,-34.16,-0.019,0.24,0.41,-13.66,-0.24,7.8,4889.9,0.0,24.07,0.0,0.192,0.0,0.0,0.0,0.672,BEARING_DEGRADATION,0,126.22,94,0,0.0
4644.8,14.73,6.37,93.81,27.17,0.272,40.04,59.23,32.11,51.4,0.14,7.19,0.076,0.43,0.17,2.88,0.95,4.03,4767.4,122.55,25.62,1.55,0.232,0.04,0.0,0.0,0.679,BEARING_DEGRADATION,0,125.32,94,1,0.002
4960.3,14.9,6.88,102.5,29.71,0.309,42.37,59.23,35.79,40.5,-0.17,7.7,0.095,0.34,-0.21,3.08,1.19,3.9,4831.7,135.22,26.98,2.306,0.258,0.0488,1.41,0.0292,0.642,BEARING_DEGRADATION,0,124.16,94,2,0.006
4987.0,14.82,7.34,108.72,32.57,0.339,42.75,59.23,34.29,49.6,0.24,8.68,0.124,0.41,0.3,3.47,1.55,4.12,4870.5,135.05,28.38,3.137,0.278,0.055,1.417,0.0245,0.657,BEARING_DEGRADATION,0,122.86,94,3,0.011
4380.1,14.75,5.81,85.71,34.21,0.348,38.02,59.23,29.47,14.7,0.12,8.93,0.164,0.12,0.15,3.57,2.05,4.38,4772.4,230.37,29.55,3.648,0.292,0.0566,1.268,0.0195,0.705,BEARING_DEGRADATION,0,121.48,94,4,0.018
5227.9,14.8,8.17,120.91,36.62,0.39,45.03,59.23,35.52,31.9,0.38,9.53,0.159,0.27,0.47,3.81,1.99,4.21,4848.3,270.26,30.73,4.248,0.308,0.0633,1.255,0.0198,0.645,BEARING_DEGRADATION,0,120.02,94,5,0.025
4737.4,14.78,6.62,97.8,38.15,0.198,40.76,59.23,32.68,44.6,0.14,9.71,-0.003,0.37,0.17,3.88,-0.04,4.19,4832.5,253.2,31.79,4.713,0.293,0.0702,1.173,0.0005,0.673,BEARING_DEGRADATION,0,118.5,94,6,0.032
4817.0,14.78,6.84,101.11,38.8,0.26,41.65,59.23,33.23,20.8,0.11,9.05,0.053,0.17,0.14,3.62,0.66,4.13,4830.6,236.9,32.66,4.982,0.288,0.0665,1.052,0.0049,0.668,BEARING_DEGRADATION,0,116.93,94,7,0.041
4943.0,14.76,7.35,108.52,40.41,0.242,42.71,59.23,33.45,30.4,0.32,9.38,0.028,0.25,0.4,3.75,0.35,4.17,4843.0,226.13,33.52,5.291,0.283,0.0644,1.021,0.0031,0.665,BEARING_DEGRADATION,0,115.32,94,8,0.05
5056.6,14.79,7.47,110.4,41.3,0.485,43.78,59.23,35.2,9.5,0.08,9.0,0.263,0.08,0.1,3.6,3.29,4.35,4864.4,223.89,34.3,5.535,0.303,0.086,0.957,0.0163,0.648,BEARING_DEGRADATION,0,113.66,94,9,0.06
4445.7,14.77,5.85,86.35,41.99,0.211,38.45,59.23,30.59,24.4,0.03,8.87,0.024,0.2,0.04,3.55,0.3,4.19,4820.0,256.16,36.09,4.782,0.305,0.0837,0.823,-0.0034,0.694,BEARING_DEGRADATION,0,111.97,94,10,0.07
4647.3,14.76,6.41,94.55,42.21,0.187,40.13,59.23,31.91,34.0,0.13,8.23,-0.01,0.28,0.16,3.29,-0.13,4.1,4820.2,255.99,37.6,4.048,0.297,0.0907,0.694,-0.0068,0.681,BEARING_DEGRADATION,0,110.24,94,11,0.081
4646.5,14.85,6.59,97.8,43.19,0.313,39.79,59.23,30.83,44.5,0.34,8.42,0.117,0.37,0.42,3.37,1.46,4.26,4788.9,256.13,38.95,3.388,0.297,0.0907,0.59,-0.0014,0.692,BEARING_DEGRADATION,0,108.49,94,12,0.092
4819.0,14.77,6.9,101.9,43.62,0.201,41.5,59.23,33.01,43.5,0.22,8.03,-0.005,0.36,0.28,3.21,-0.06,4.05,4772.1,247.97,40.05,2.894,0.283,0.0938,0.523,-0.0082,0.67,BEARING_DEGRADATION,0,106.7,94,13,0.103
4690.6,14.78,6.35,93.88,44.41,0.267,40.71,59.23,33.05,3.6,-0.11,8.1,0.066,0.03,-0.14,3.24,0.83,4.04,4803.1,214.07,41.07,2.414,0.275,0.0913,0.433,-0.0068,0.67,BEARING_DEGRADATION,0,104.88,94,14,0.116
4857.0,14.88,7.02,104.38,44.52,0.18,41.61,59.23,33.0,32.8,0.21,7.47,-0.029,0.27,0.26,2.99,-0.36,4.02,4766.0,163.38,41.86,2.101,0.254,0.0866,0.354,-0.001,0.67,BEARING_DEGRADATION,0,103.04,94,15,0.128
4673.4,14.82,6.57,97.31,44.76,0.231,40.44,59.23,31.53,5.1,0.16,7.11,0.031,0.04,0.2,2.84,0.39,4.06,4759.6,165.61,42.52,1.855,0.258,0.085,0.331,-0.0016,0.685,BEARING_DEGRADATION,0,101.17,94,16,0.141
4915.6,14.82,7.23,107.1,45.42,0.284,42.53,59.23,33.34,3.8,0.2,7.09,0.07,0.03,0.25,2.84,0.87,4.0,4769.5,171.57,43.18,1.568,0.26,0.0853,0.278,0.0023,0.667,BEARING_DEGRADATION,1,99.28,94,17,0.155
4871.8,14.81,7.29,107.95,45.32,0.058,42.19,59.23,32.2,2.9,0.37,6.38,-0.153,0.02,0.46,2.55,-1.91,4.12,4762.4,165.59,43.67,1.38,0.242,0.1049,0.223,-0.0237,0.678,BEARING_DEGRADATION,1,97.37,94,18,0.169
4744.0,14.77,6.78,100.09,45.89,0.353,41.07,59.23,32.07,18.4,0.22,6.46,0.15,0.15,0.28,2.58,1.87,4.1,4731.1,133.49,44.13,1.273,0.229,0.0784,0.217,0.0079,0.679,BEARING_DEGRADATION,1,95.44,94,19,0.183
4869.2,14.77,7.14,105.45,46.08,0.329,42.17,59.23,32.91,15.9,0.26,6.13,0.118,0.13,0.32,2.45,1.48,4.0,4773.4,98.93,44.54,1.172,0.24,0.0836,0.215,0.0079,0.671,BEARING_DEGRADATION,1,93.48,94,20,0.197
4618.4,14.79,6.37,94.22,46.47,0.414,40.22,59.23,31.43,-14.8,0.04,6.15,0.216,-0.12,0.05,2.46,2.7,4.21,4770.5,102.92,44.97,1.01,0.263,0.0959,0.182,0.0056,0.686,BEARING_DEGRADATION,1,91.51,94,21,0.212
4430.8,14.76,5.77,85.14,46.17,0.488,38.83,59.23,30.71,-31.6,-0.15,5.59,0.299,-0.26,-0.19,2.24,3.74,4.38,4749.0,141.88,45.27,0.872,0.281,0.1171,0.142,0.0159,0.693,BEARING_DEGRADATION,1,89.52,94,22,0.228
4981.6,14.85,7.4,109.8,46.23,0.37,43.28,59.23,33.84,-27.8,0.11,5.14,0.15,-0.23,0.14,2.06,1.88,3.96,4765.2,157.44,45.53,0.717,0.297,0.1166,0.101,0.0057,0.662,BEARING_DEGRADATION,1,87.5,94,23,0.243
4805.7,14.79,6.7,99.12,47.04,0.674,41.63,59.23,33.66,8.6,-0.04,5.58,0.467,0.07,-0.05,2.23,5.84,4.82,4776.8,155.76,45.79,0.741,0.338,0.1613,0.14,0.0274,0.663,BEARING_DEGRADATION,1,85.48,94,24,0.259
4694.9,14.73,6.84,100.73,46.82,0.344,40.76,59.23,30.88,18.2,0.4,5.08,0.143,0.15,0.5,2.03,1.79,4.09,4760.5,155.0,46.02,0.664,0.354,0.1525,0.114,0.0063,0.691,BEARING_DEGRADATION,1,83.43,94,25,0.276
4893.2,14.87,7.17,106.65,47.09,0.333,42.4,59.23,33.02,-20.1,0.13,4.98,0.119,-0.17,0.16,1.99,1.49,3.95,4782.5,156.66,46.25,0.585,0.365,0.1472,0.093,0.0027,0.67,BEARING_DEGRADATION,1,81.37,94,26,0.293
5011.8,14.77,7.54,111.41,47.47,0.335,43.68,59.23,33.96,-16.8,0.2,4.95,0.114,-0.14,0.25,1.98,1.43,3.9,4792.1,167.14,46.46,0.616,0.37,0.1452,0.119,0.0154,0.66,BEARING_DEGRADATION,1,79.29,94,27,0.31
4950.8,14.81,7.65,113.29,47.82,0.435,43.34,59.23,32.2,-52.0,0.38,4.94,0.216,-0.43,0.48,1.98,2.7,4.19,4800.0,172.5,46.71,0.61,0.407,0.1018,0.107,0.0046,0.678,BEARING_DEGRADATION,1,77.2,94,28,0.327
4711.0,14.86,6.93,102.99,48.1,0.514,40.84,59.23,30.52,-16.7,0.37,5.02,0.311,-0.14,0.46,2.01,3.89,4.47,4796.7,173.85,46.93,0.671,0.424,0.1046,0.112,0.0103,0.695,BEARING_DEGRADATION,1,75.09,94,29,0.345
4345.8,14.73,6.02,88.6,47.95,0.477,38.34,59.23,27.85,-50.7,0.26,4.84,0.292,-0.42,0.32,1.94,3.65,4.51,4744.4,217.47,47.12,0.669,0.438,0.1006,0.082,0.0035,0.722,BEARING_DEGRADATION,1,72.96,94,30,0.363
4958.4,14.8,7.49,110.91,47.66,0.553,43.28,59.23,33.04,-34.0,0.25,4.24,0.334,-0.28,0.31,1.7,4.18,4.39,4778.4,221.65,47.23,0.649,0.452,0.1057,0.083,0.0036,0.67,BEARING_DEGRADATION,1,70.83,94,31,0.381
4942.3,14.74,7.54,111.1,48.12,0.533,43.14,59.23,32.66,-13.5,0.39,4.43,0.317,-0.11,0.49,1.77,3.96,4.37,4829.6,192.66,47.43,0.59,0.457,0.1081,0.105,0.0091,0.673,BEARING_DEGRADATION,1,68.68,94,32,0.399
4834.8,14.82,7.58,112.36,48.83,0.418,42.35,59.23,30.23,-56.0,0.6,4.93,0.205,-0.47,0.75,1.97,2.56,4.29,4814.9,185.99,47.69,0.577,0.462,0.1051,0.099,-0.0142,0.698,BEARING_DEGRADATION,1,66.51,94,33,0.418
4709.4,14.79,7.15,105.79,48.68,0.616,41.2,59.23,29.68,-37.7,0.54,4.64,0.411,-0.31,0.68,1.86,5.14,4.83,4805.2,188.69,47.85,0.601,0.456,0.0943,0.103,0.0151,0.703,BEARING_DEGRADATION,1,64.33,94,34,0.437
4986.5,14.78,7.53,111.3,49.13,0.633,43.6,59.23,33.49,-36.3,0.21,4.84,0.413,-0.3,0.26,1.94,5.16,4.64,4834.4,191.89,48.09,0.603,0.485,0.0997,0.113,0.0167,0.665,BEARING_DEGRADATION,1,62.14,94,35,0.457
4959.4,14.8,7.81,115.55,49.05,0.544,43.27,59.23,31.73,-31.8,0.57,4.54,0.325,-0.27,0.71,1.82,4.06,4.47,4841.0,194.92,48.28,0.565,0.506,0.0869,0.088,0.0116,0.683,BEARING_DEGRADATION,1,59.94,94,36,0.477
4894.0,14.79,7.7,113.88,49.72,0.651,43.18,59.23,30.94,-83.4,0.5,5.02,0.433,-0.69,0.62,2.01,5.41,4.89,4829.2,187.67,48.51,0.641,0.537,0.0758,0.106,0.012,0.691,BEARING_DEGRADATION,1,57.72,94,37,0.497
4304.8,14.81,6.26,92.66,49.12,0.604,37.75,59.23,25.88,-47.1,0.6,4.51,0.421,-0.39,0.75,1.8,5.26,5.01,4764.6,238.9,48.64,0.62,0.554,0.0697,0.057,0.005,0.741,BEARING_DEGRADATION,1,55.5,94,38,0.517
4557.4,14.78,6.9,101.99,49.2,0.626,40.11,59.23,27.9,-59.8,0.61,4.57,0.429,-0.5,0.76,1.83,5.36,4.97,4749.3,246.66,48.75,0.612,0.566,0.0713,0.069,0.0083,0.721,BEARING_DEGRADATION,1,53.26,94,39,0.537
4726.3,14.75,7.27,107.24,49.64,0.646,41.69,59.23,29.59,-64.7,0.55,4.91,0.439,-0.54,0.69,1.96,5.49,4.95,4787.3,207.77,48.91,0.603,0.582,0.0683,0.11,0.0052,0.704,BEARING_DEGRADATION,1,51.01,94,40,0.558
4431.8,14.82,6.35,94.11,49.3,0.622,38.94,59.23,27.8,-61.7,0.36,4.61,0.431,-0.51,0.45,1.84,5.39,4.95,4734.7,223.85,49.08,0.44,0.589,0.0684,0.066,0.0049,0.722,BEARING_DEGRADATION,1,48.74,94,41,0.579
4566.2,14.81,6.68,98.88,49.57,0.623,40.28,59.23,28.94,-80.3,0.32,4.85,0.424,-0.67,0.4,1.94,5.3,4.9,4697.1,217.31,49.22,0.323,0.598,0.0663,0.041,0.0114,0.711,BEARING_DEGRADATION,1,46.47,94,42,0.601
4593.0,14.79,6.72,99.36,49.79,0.629,40.61,59.23,29.31,-85.5,0.28,5.03,0.428,-0.71,0.35,2.01,5.35,4.91,4672.9,214.06,49.32,0.335,0.619,0.0282,0.062,0.0007,0.707,BEARING_DEGRADATION,1,44.19,94,43,0.622
4793.2,14.84,7.41,110.04,49.93,0.665,42.19,59.23,30.08,-85.6,0.46,5.04,0.453,-0.71,0.57,2.02,5.66,4.99,4681.3,216.95,49.45,0.304,0.624,0.0313,0.044,0.0018,0.699,BEARING_DEGRADATION,1,41.89,94,44,0.644
4676.5,14.8,7.38,109.22,50.1,0.611,41.64,59.23,28.15,-125.1,0.63,5.13,0.403,-1.04,0.79,2.05,5.04,4.95,4650.3,191.81,49.54,0.341,0.622,0.0314,0.058,0.0037,0.719,BEARING_DEGRADATION,1,39.59,94,45,0.666
4799.3,14.8,7.79,115.24,50.56,0.667,42.34,59.23,28.84,-83.7,0.83,5.48,0.455,-0.7,1.04,2.19,5.69,5.11,4634.2,170.88,49.69,0.416,0.634,0.0207,0.047,0.0009,0.712,BEARING_DEGRADATION,1,37.27,94,46,0.688
4283.7,14.81,6.2,91.83,50.45,0.632,37.81,59.23,25.73,-75.2,0.52,5.48,0.449,-0.63,0.65,2.19,5.61,5.15,4573.2,176.12,49.77,0.474,0.632,0.0199,0.074,0.0016,0.743,BEARING_DEGRADATION,1,34.95,94,47,0.711
4652.0,14.85,7.26,107.79,50.52,0.664,41.11,59.23,28.08,-104.1,0.63,5.5,0.459,-0.87,0.79,2.2,5.74,5.15,4607.9,152.4,49.91,0.469,0.638,0.0194,0.073,0.0021,0.719,BEARING_DEGRADATION,1,32.61,94,48,0.734
4680.0,14.8,7.47,110.52,50.71,0.701,41.49,59.23,27.88,-104.1,0.77,5.62,0.494,-0.87,0.96,2.25,6.17,5.3,4620.2,152.78,50.06,0.461,0.646,0.0264,0.059,0.0031,0.721,BEARING_DEGRADATION,1,30.27,94,49,0.757
4876.0,14.9,7.8,116.28,51.2,0.697,42.9,59.23,29.97,-105.9,0.58,5.96,0.479,-0.88,0.73,2.38,5.99,5.16,4635.2,168.92,50.21,0.549,0.651,0.0305,0.106,0.0042,0.7,BEARING_DEGRADATION,1,27.91,94,50,0.78
4575.3,14.78,6.94,102.57,51.27,0.871,40.87,59.23,28.07,-130.2,0.43,6.02,0.669,-1.08,0.54,2.41,8.36,5.99,4649.5,156.69,50.41,0.539,0.676,0.0711,0.094,0.0138,0.719,BEARING_DEGRADATION,1,25.55,94,51,0.804
4554.1,14.82,7.19,106.5,51.0,0.955,40.28,59.23,26.66,-95.6,0.82,5.76,0.756,-0.8,1.03,2.3,9.45,6.44,4648.3,157.37,50.55,0.484,0.709,0.1071,0.067,0.0181,0.733,BEARING_DEGRADATION,1,23.17,94,52,0.827
4795.2,14.8,7.75,114.63,51.54,0.769,42.7,59.23,28.92,-129.7,0.68,6.18,0.554,-1.08,0.85,2.47,6.93,5.52,4668.5,161.89,50.73,0.493,0.723,0.1048,0.089,0.0058,0.711,BEARING_DEGRADATION,1,20.79,94,53,0.851
4548.7,14.75,7.3,107.66,51.74,0.703,40.7,59.23,26.28,-127.5,0.87,6.39,0.502,-1.06,1.09,2.56,6.27,5.45,4644.1,159.66,50.91,0.499,0.727,0.1033,0.091,0.0051,0.737,BEARING_DEGRADATION,1,18.4,94,54,0.876
4745.2,14.84,7.95,117.94,51.97,0.969,42.28,59.23,27.23,-144.1,0.98,6.53,0.756,-1.2,1.23,2.61,9.45,6.5,4650.9,162.36,51.1,0.511,0.763,0.1179,0.078,0.0168,0.728,BEARING_DEGRADATION,1,16.0,94,55,0.9
4525.8,14.78,7.51,110.98,52.06,0.727,40.5,59.23,25.11,-136.8,1.11,6.64,0.527,-1.14,1.39,2.66,6.59,5.64,4623.6,158.05,51.25,0.55,0.769,0.1143,0.089,0.0053,0.749,BEARING_DEGRADATION,1,13.59,94,56,0.925
4816.9,14.8,8.18,121.04,52.51,0.886,43.07,59.23,27.76,-151.1,1.0,6.97,0.669,-1.26,1.25,2.79,8.36,6.12,4676.9,119.67,51.45,0.597,0.794,0.1092,0.111,0.0123,0.722,BEARING_DEGRADATION,1,11.17,94,57,0.95
4345.5,14.71,6.74,99.19,52.61,0.941,39.05,59.23,24.87,-127.1,0.8,7.18,0.752,-1.06,1.0,2.87,9.4,6.54,4646.3,155.89,51.66,0.6,0.822,0.1078,0.106,0.0133,0.751,BEARING_DEGRADATION,1,8.75,94,58,0.975
4641.4,14.7,7.82,115.0,52.52,0.784,41.78,59.23,26.14,-143.6,1.11,7.05,0.577,-1.2,1.39,2.82,7.21,5.81,4642.4,155.49,51.84,0.558,0.83,0.1012,0.073,0.0048,0.739,BEARING_DEGRADATION,1,6.31,94,59,1.0
8938.6,14.77,18.01,265.92,28.75,0.519,73.86,37.95,67.08,39.6,-0.05,-16.73,0.013,0.33,-0.06,-6.69,0.16,3.79,8938.6,0.0,28.75,0.0,0.519,0.0,0.0,0.0,0.329,ELECTRICAL_DEGRADATION,0,89.45,95,0,0.0
8525.3,14.86,16.59,246.62,34.41,0.423,69.75,37.95,62.76,72.6,0.23,13.55,-0.044,0.6,0.29,5.42,-0.55,3.44,8732.0,206.65,31.58,2.83,0.471,0.048,0.0,0.0,0.372,ELECTRICAL_DEGRADATION,0,88.82,95,1,0.002
8446.4,14.81,16.2,239.98,39.43,0.466,69.35,37.95,62.72,70.9,0.13,13.51,0.006,0.59,0.16,5.4,0.08,3.42,8636.8,215.85,34.2,4.363,0.469,0.0393,2.67,-0.0132,0.373,ELECTRICAL_DEGRADATION,0,87.99,95,2,0.006
8863.4,14.74,18.1,266.82,44.35,0.518,73.49,37.95,65.18,27.3,0.29,13.36,0.018,0.23,0.36,5.34,0.23,3.29,8693.4,211.12,36.73,5.797,0.481,0.04,2.6,-0.0002,0.348,ELECTRICAL_DEGRADATION,0,87.07,95,3,0.011
8560.6,14.76,16.77,247.57,48.49,0.509,70.65,37.95,63.29,56.2,0.22,13.39,0.038,0.47,0.27,5.36,0.48,3.38,8666.9,196.17,39.09,6.999,0.487,0.0374,2.468,-0.0013,0.367,ELECTRICAL_DEGRADATION,0,86.09,95,4,0.018
8528.9,14.77,16.79,247.92,51.66,0.488,70.59,37.95,62.5,25.9,0.25,12.89,0.017,0.22,0.31,5.16,0.21,3.33,8643.9,186.31,41.18,7.924,0.487,0.0342,2.291,-0.0031,0.375,ELECTRICAL_DEGRADATION,0,85.06,95,5,0.025
8808.6,14.74,17.89,263.78,54.69,0.491,72.81,37.95,64.72,54.7,0.4,12.39,-0.002,0.46,0.5,4.96,-0.03,3.16,8667.4,181.87,43.11,8.727,0.488,0.0317,2.162,-0.0023,0.353,ELECTRICAL_DEGRADATION,0,83.98,95,6,0.032
8851.0,14.78,18.4,271.87,57.59,0.534,73.16,37.95,63.7,30.8,0.65,12.08,0.035,0.26,0.81,4.83,0.44,3.18,8690.3,180.63,44.92,9.464,0.493,0.0333,2.06,0.0011,0.363,ELECTRICAL_DEGRADATION,0,82.87,95,7,0.041
8589.2,14.83,16.94,251.34,59.22,0.442,71.18,37.95,62.97,-20.2,0.0,11.07,-0.038,-0.17,0.0,4.43,-0.47,3.04,8679.1,173.24,46.51,9.99,0.488,0.0354,1.904,-0.0048,0.37,ELECTRICAL_DEGRADATION,0,81.73,95,8,0.05
8634.0,14.7,17.45,256.45,61.38,0.451,72.02,37.95,62.69,-0.8,0.41,10.86,-0.032,-0.01,0.51,4.34,-0.4,3.03,8674.6,164.91,48.0,10.475,0.484,0.0353,1.813,-0.0038,0.373,ELECTRICAL_DEGRADATION,0,80.55,95,9,0.06
8775.8,14.73,18.35,270.28,63.03,0.519,73.0,37.95,62.46,4.9,0.79,10.26,0.024,0.04,0.99,4.1,0.3,2.99,8658.3,144.86,51.42,9.14,0.484,0.0353,1.59,0.0053,0.375,ELECTRICAL_DEGRADATION,0,79.35,95,10,0.07
8861.7,14.77,18.81,277.76,64.92,0.514,73.33,37.95,62.58,26.9,1.0,10.1,0.014,0.22,1.25,4.04,0.18,2.98,8692.0,149.06,54.48,7.968,0.493,0.0297,1.416,0.0027,0.374,ELECTRICAL_DEGRADATION,0,78.13,95,11,0.081
8677.3,14.69,18.13,266.39,66.4,0.484,72.57,37.95,61.26,-17.8,0.86,9.88,-0.004,-0.15,1.07,3.95,-0.05,3.0,8715.0,125.21,57.17,6.913,0.495,0.0285,1.225,-0.0019,0.387,ELECTRICAL_DEGRADATION,0,76.88,95,12,0.092
8928.2,14.71,19.18,282.25,67.89,0.483,74.39,37.95,62.98,1.7,1.01,9.65,-0.026,0.01,1.26,3.86,-0.33,2.9,8721.5,134.08,59.53,6.107,0.491,0.0276,1.078,-0.0014,0.37,ELECTRICAL_DEGRADATION,0,75.62,95,13,0.103
8551.4,14.72,17.66,259.97,68.34,0.474,71.43,37.95,60.08,-24.0,0.85,8.89,-0.003,-0.2,1.06,3.56,-0.04,2.94,8720.6,135.21,61.51,5.379,0.488,0.0274,0.927,-0.0008,0.399,ELECTRICAL_DEGRADATION,0,74.33,95,14,0.116
8556.3,14.61,17.99,262.88,69.37,0.437,72.07,37.95,59.52,-31.3,1.13,8.83,-0.041,-0.26,1.41,3.53,-0.51,3.01,8723.4,131.53,63.28,4.719,0.483,0.0313,0.816,-0.003,0.405,ELECTRICAL_DEGRADATION,0,73.02,95,15,0.128
8384.5,14.63,17.29,253.0,69.82,0.452,70.51,37.95,58.19,-27.8,1.08,8.46,-0.011,-0.23,1.35,3.38,-0.14,3.03,8680.9,162.04,64.8,4.107,0.479,0.0325,0.679,-0.0046,0.418,ELECTRICAL_DEGRADATION,0,71.7,95,16,0.141
